db_id,query,question,hardness,lang
volksabstimmung_nach_kanton_seit_1861,"SELECT S.name_de as kanton_gegen_klimaschutzgesetz, T.ja_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
AND LOWER(T.vorlage) LIKE '%bundesgesetz%klimaschutz%' AND T.jahr = 2023
AND T.ja_in_prozent <= 50
GROUP BY S.name_de, T.vorlage, T.jahr, T.ja_in_prozent;
"," Welche Kantone haben 2023 gegen das Bundesgesetz über Klimaschutz gestimmt und wieviel Prozent Ja Stimmen gab es dort jeweils?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.vorlage AS vorlage_mit_wenigsten_gueltigen_stimmenzetteln, T.jahr,
  MIN(T.anzahl_gueltige_stimmzettel) AS anzahl_gueltige_stimmzettel, T.beteiligung_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE' AND S.name_de = 'Schweiz'
GROUP BY T.vorlage, T.jahr, T.beteiligung_in_prozent
ORDER BY anzahl_gueltige_stimmzettel ASC LIMIT 1;
"," Welche Volksabstimmung und in welchem Jahr hatte die wenigsten gültigen Stimmenzettel? Wieviele waren es? Und wie hoch war die Wahlbeteiligung?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT S.name_de AS kanton, AVG(T.anzahl_stimmberechtigte) AS durchschnittliche_anzahl_stimmberechtigte_2023
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
AND T.jahr = 2023
GROUP BY S.name_de
ORDER BY durchschnittliche_anzahl_stimmberechtigte_2023 ASC LIMIT 3;
"," Welche drei Kanton hatten im Jahr 2023 durchschnittlich die wenigsten Stimmberechtigten? Wieviel Stimmberechtigte waren es jeweils?
",unknown,de
volksabstimmung_nach_kanton_seit_1861,"SELECT T.vorlage, T.jahr, S.name_de AS kanton, T.ja_in_prozent as hoechste_annahme, T.beteiligung_in_prozent
FROM volksabstimmung_nach_kanton_seit_1861 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND T.ja_in_prozent IS NOT NULL
ORDER BY hoechste_annahme DESC LIMIT 1;
"," Welche Vorlage in welchem Jahr und welchem Kanton bekam jemals die höchste Annahme in Prozent und wie hoch war diese Annahme bei welcher Wahlbeteiligung?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 1995
ORDER BY endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;
"," Welche Gemeinde in Basel-Landschaft hatte 1995 den höchsten Stromverbrauch?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2012
ORDER BY endverbrauch_elektrizitaet_mwh ASC
LIMIT 3;
"," Welche drei Gemeinden in Basel-Landschaft hatten im Jahr 2012 den geringsten Stromverbrauch?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr , AVG(T.endverbrauch_elektrizitaet_mwh) as mittlerer_endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2000
    AND T.jahr <= 2020
GROUP BY T.jahr
ORDER BY T.jahr DESC;
"," Wie hoch war der durchschnittliche jährliche Stromverbrauch der Gemeinden im Kanton Basel-Landschaft in den Jahren 2000 bis 2020?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr , T.endverbrauch_elektrizitaet_mwh as endverbrauch_elektrizitaet_mwh_blauen
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr < 2000
    AND S.name IN ('Blauen', 'Blauen (BL)')
ORDER BY T.jahr DESC;
"," Wie hoch war der jährliche Stromverbrauch von Blauen im Kanton Basel-Landschaft vor dem Jahr 2000?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Muttenz', 'Muttenz (BL)')
ORDER BY T.endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;
"," In welchem Jahr hatte Muttenz in Basel-Landschaft den höchsten Stromverbrauch?
",unknown,de
basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr,"SELECT T.jahr, S.name AS gemeinde, T.endverbrauch_elektrizitaet_mwh
FROM basel_land_endverbrauch_von_ektrizitat_nach_gemeinde_und_jahr as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
ORDER BY T.endverbrauch_elektrizitaet_mwh DESC
LIMIT 1;
"," Wie hoch war der höchste jemals gemessene jährliche Stromverbrauch in einer Gemeinde in Basel-Landschaft? Geben Sie auch den Namen der Gemeinde an.
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT 1 - (
    SUM(CAST(T.anzahl_unbekannt_konfession AS FLOAT)) / SUM(T.gesamt_anzahl_personen)
) AS proportion_known_religion_basel_land_2021
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
GROUP BY T.jahr;
"," Welcher Anteil der Bevölkerung von Basel-Landschaft gehörte 2021 einer bekannten Religion an?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT S.name, CAST(SUM(T.anzahl_evangelisch_reformiert) AS FLOAT) / SUM(T.gesamt_anzahl_personen) as proportion_protestants_2008
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2008
GROUP BY S.name
ORDER BY proportion_protestants_2008 DESC
LIMIT 5;
"," Welche 5 Gemeinden hatten 2008 den höchsten Anteil an Reformierten im Kanton Basel-Landschaft?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT SUM(
    CASE WHEN (T1.anzahl_romisch_katholisch + T1.anzahl_christkatholisch) > T1.anzahl_evangelisch_reformiert THEN 1 ELSE 0 END
) / CAST(COUNT(T1.anzahl_evangelisch_reformiert) AS FLOAT) AS proprtion_municipalities_more_catholics_than_reformed_2018
FROM (
    SELECT
        S.name as municipality,
        AVG(T.anzahl_christkatholisch) as anzahl_christkatholisch,
        AVG(T.anzahl_romisch_katholisch) as anzahl_romisch_katholisch,
        AVG(T.anzahl_evangelisch_reformiert) as anzahl_evangelisch_reformiert
    FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr = 2018
        AND T.nationalitat = 'Schweiz'
    GROUP BY S.name
) AS T1;
"," Wie hoch war der Anteil der Gemeinden im Kanton Basel-Landschaft, in denen es 2018 mehr Katholiken als Protestanten unter der Schweizer Bevölkerung gab?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT T.jahr, SUM(T.gesamt_anzahl_personen) as population
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Pratteln', 'Pratteln (BL)')
    AND T.jahr >= 2017
    AND T.jahr <= 2019
GROUP BY T.jahr
ORDER BY T.jahr ASC;
"," Zeigen Sie mir die Entwicklung der Bevölkerung von Pratteln, in Basel-Landschaft, zwischen 2017 und 2019.
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT T.jahr, T.anzahl_romisch_katholisch
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Binningen', 'Binningen (BL)')
    AND T.jahr = 2005
    AND T.nationalitat = 'Schweiz';
"," Wie viele Schweizer Einwohner hatte Binningen, BL im Jahr 2005?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT SUM(CAST(T.anzahl_unbekannt_konfession AS FLOAT)) / SUM(T.gesamt_anzahl_personen) AS proportion_unknown_religion_ettingen_2011
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Ettingen', 'Ettingen (BL)')
    AND T.nationalitat = 'Ausland'
    AND T.jahr = 2011;
"," Welcher Anteil der ausländischen Bevölkerung von Ettingen, BL, hatte 2011 eine unbekannte Konfession?
",unknown,de
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde,"SELECT T.jahr, SUM(T.anzahl_evangelisch_reformiert) as number_reformed_evangelics
FROM basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde as T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Allschwil', 'Allschwil (BL)')
    AND T.jahr >= 2010
    AND T.jahr <= 2015
GROUP BY T.jahr;
"," Wie hat sich die Anzahl der Reformierten in Allschwil, im Kanton Basel-Landschaft, zwischen 2010 und 2015 entwickelt?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT S.name AS gemeinde
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2022
ORDER BY T.quadratmeterpreis_chf DESC
LIMIT 1;
"," Welche Gemeinde in Basel-Landschaft hatte 2022 das teuerste Bauland?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT
    S.name AS gemeinde,
    (
        SUM(CASE WHEN T.jahr = 2020 THEN T.quadratmeterpreis_chf ELSE 0 END) -
        SUM(CASE WHEN T.jahr = 2010 THEN T.quadratmeterpreis_chf ELSE 0 END)
    ) AS preisanderung_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2010, 2020)
GROUP BY S.name
ORDER BY preisanderung_chf DESC
LIMIT 1;
"," In welcher Gemeinde des Kantons Basel-Landschaft ist der Preis für Wohnbauland zwischen 2010 und 2020 am stärksten gestiegen, und um wie viel ist er gestiegen?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT T1.name AS gemeinde, T1.preisanderung_chf
FROM (
    SELECT
        S.name,
        (
            SUM(CASE WHEN T.jahr = 2019 THEN T.quadratmeterpreis_chf ELSE 0 END) -
            SUM(CASE WHEN T.jahr = 2015 THEN T.quadratmeterpreis_chf ELSE 0 END)
        ) AS preisanderung_chf
    FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr <= 2015
        AND T.jahr <= 2019
    GROUP BY S.name
) as T1
WHERE T1.preisanderung_chf < 0
ORDER BY T1.preisanderung_chf ASC ;
"," Welche Gemeinden in Basel-Landschaft hatten zwischen 2015 und 2019 einen Rückgang der Wohnbaulandpreise? Zeigen Sie auch die Preisänderungen an.
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT SUM(T.falle) AS anzahl_wohnbaulander_basel_landschaft_2018
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2018;
"," Wie viele Wohnbauländer wurden 2018 in Basel-Landschaft gekauft?
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT S.name, T.quadratmeterpreis_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 1983
    AND S.name IN ('Muttenz', 'Muttens (BL)', 'Bottmingen', 'Bottmingen (BL)', 'Binningen', 'Binningen (BL)');
"," Zeigen Sie mir den Preis für Wohnbauland in Muttenz, Birsfelden und Schonenbuch, in Basel-Landschaft im Jahr 1983.
",unknown,de
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr,"SELECT T.jahr, T.quadratmeterpreis_chf
FROM basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name IN ('Aesch', 'Aesch (BL)')
    AND T.jahr IN (1980, 2020)
LIMIT 10;"," Wie hoch war der Preis für Wohnbauland in Aesch im Jahr 1979 und 2020?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT CAST(SUM(CASE WHEN T1.diff > 0 THEN 1 ELSE 0 END) AS FLOAT) / COUNT(T1.diff) AS ratio_gemeinden_mit_zunahme_autos_pro_einwohner
FROM (
    SELECT
        SUM(CASE WHEN T.jahr = 2022 THEN T.anzahl_personenwagen_pro_1000_einwohner ELSE 0 END) -
        SUM(CASE WHEN T.jahr = 2015 THEN T.anzahl_personenwagen_pro_1000_einwohner ELSE 0 END) as diff
    FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr IN (2015, 2022)
    GROUP BY S.name
) as T1;
"," Wie hoch ist der Anteil der Gemeinden im Kanton Aargau, in denen die Zahl der Autos pro Einwohner zwischen 2015 und 2022 zugenommen hat?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.jahr, T.anzahl_anhaenger
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Aarburg', 'Aargbug (AG)')
    AND T.jahr >= 1998
    AND T.jahr <= 2001;
"," Wie hoch war die Zahl der Wohnwagen von 1998 bis 2001 in Aarburg, AG?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT
    S.name as gemeinde,
    CAST(T.anzahl_motorrader + T.anzahl_klein_motorrader + T.anzahl_motorfahrrader AS FLOAT) / T.anzahl_personenwagen AS ratio_motorrader_to_personenwagen
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2015
ORDER BY ratio_motorrader_to_personenwagen DESC
LIMIT 3;
"," Welches waren 2015 die Top-3-Gemeinden im Aargau mit dem höchsten Anteil an Motorrädern gegenüber Autos? Zeigen Sie auch die Proportionen.
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.jahr, T.anzahl_personenwagen_pro_1000_einwohner
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr >= 2010
    AND T.jahr <= 2022;
"," Wie hat sich die Zahl der Autos pro Einwohner im Aargau im Zeitraum 2010 bis 2022 entwickelt?
",extra,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT S.name AS gemeinde
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2015
    AND S.municipal = 'TRUE'
ORDER BY CAST(T.anzahl_motorrader + T.anzahl_klein_motorrader + T.anzahl_motorfahrrader AS FLOAT) / T.anzahl_personenwagen ASC
LIMIT 5;
"," Welches waren die 5 Aargauer Gemeinden mit den wenigsten Motorrädern pro Personenwagen im Jahr 2015?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT
    T.anzahl_anhaenger,
    T.anzahl_arbeitsmotorfahrzeuge,
    T.anzahl_klein_motorrader,
    T.anzahl_kollektivfahrzeuge,
    T.anzahl_landwirtschaftliche_motorfahrzeuge,
    T.anzahl_motorfahrrader,
    T.anzahl_motorrader,
    T.anzahl_nutzfahrzeuge,
    T.anzahl_personenwagen,
    T.anzahl_ubrige_personen_transportfahrzeuge_kleinbusse_cars
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE T.jahr = 2010
    AND S.municipal = 'TRUE'
    AND S.name IN ('Ueken', 'Ueken (AG)');
"," Wie viele private Fahrzeuge gab es 2010 in Ueken im Kanton Aargau von jedem Typ?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.jahr
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Zuzgen', 'Zuzgen (AG)')
GROUP BY T.jahr
ORDER BY SUM(T.anzahl_arbeitsmotorfahrzeuge) DESC
LIMIT 1;
"," In welchem Jahr gab es in Zuzgen, AG, die meisten motorisierten Arbeitsfahrzeuge?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.jahr
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND T.jahr IN (1930, 1940)
GROUP BY T.jahr
ORDER BY SUM(T.anzahl_personenwagen) DESC
LIMIT 1;
"," Gab es 1930 oder 1940 im Kanton Aargau mehr Personenwagen?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT S.name AS gemeinde
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2018, 2022)
GROUP BY S.name
ORDER BY
    (
        SUM(CASE WHEN T.jahr = 2022 THEN T.anzahl_personenwagen_pro_1000_einwohner ELSE 0 END) -
        SUM(CASE WHEN T.jahr = 2018 THEN T.anzahl_personenwagen_pro_1000_einwohner ELSE 0 END)
    ) DESC
LIMIT 3;
"," Zeigen Sie mir 3 Aargauer Gemeinden, in denen die Zahl der Personenwagen pro Einwohner zwischen 2018 und 2022 am stärksten abgenommen hat.
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT COUNT(*) AS anzahl_gemeinden_ohne_personenwagen
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten WHERE jahr = 2020
    AND anzahl_personenwagen = 0;
"," Wie viele Aargauer Gemeinden haben im Jahr 2020 keine Personenwagen gezählt?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.jahr, T.anzahl_klein_motorrader
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND T.jahr <= 2016
    AND T.jahr >= 2000;
"," Wie viele Kleinmotorräder gab es im Kanton Aargau zwischen 2000 und 2016?
",extra,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT S.name AS gemeinde
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2001
    AND S.name IN ('Zeihen', 'Zeihen (AG)' , 'Zufikon', 'Zufikon (AG)')
ORDER BY T.anzahl_personenwagen_pro_1000_einwohner DESC
LIMIT 1;
"," Wo im Aargau hatten Zeihen und Zufikon im Jahr 2001 mehr Personenwagen pro Einwohner?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.jahr, T.anzahl_landwirtschaftliche_motorfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.name IN ('Rekingen', 'Rekingen (AG)')
    AND T.jahr >= 1998
    AND T.jahr <= 2000
ORDER BY T.jahr ASC;
"," Wie viele landwirtschaftliche Fahrzeuge gab es in Rekingen im Aargau zwischen 1998 und 2000?
",unknown,de
aargau_privatverkehr_bestand_nach_fahrzeugarten,"SELECT T.anzahl_anhaenger
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Suhr', 'Suhr (AG)')
    AND T.jahr = 2000;
"," Wie viele Anhänger gab es im Jahr 2000 in Suhr, Aargau?
",unknown,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT T.jahr, T.weinernte_total_hl
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr IN (1980, 2010);
"," Wie viel Wein wurde im Aargau 1980 und 2010 geerntet?
",unknown,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT T.weinernte_rot_europaische_hl, T.weinernte_rot_kreuzung_rot_hl, T.weinernte_europaische_weiss_hl
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2019;
"," Wie viel Rot- und Weisswein wurde im Jahr 2019 im Aargau geerntet?
",hard,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT (100 * CAST(T.weinernte_rot_kreuzung_rot_hl AS FLOAT) / T.weinernte_total_hl) AS prozent_rotwein_kreuzung_2000
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2000;
"," Wie viel Prozent des im Aargau geernteten Rotweins stammte im Jahr 2000 aus Kreuzungen?
",unknown,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT T.jahr, T.erntewert_weiss_1000_chf
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr >= 2003
    AND T.jahr <= 2008;
"," Wie hoch war der Wert des im Aargau produzierten Weissweins in den Jahren 2003 bis 2008?
",hard,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT 100 * (T1.flache_ha_2000 - T1.flache_ha_1980) / T1.flache_ha_1980 AS weinrebflache_1980_2000_change_prozent
FROM (
    SELECT
        SUM(CASE WHEN T.jahr = 1980 THEN T.flache_total_ha ELSE 0 END) AS flache_ha_1980,
        SUM(CASE WHEN T.jahr = 2000 THEN T.flache_total_ha ELSE 0 END) AS flache_ha_2000
    FROM aargau_obst_rebbau_rebland_wein_ernte AS T
    JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.canton = 'TRUE'
        AND S.name LIKE '%Aargau%'
        AND T.jahr IN (1980, 2000)
) AS T1;
"," Wie hat sich die Weinbaufläche im Aargau zwischen 1980 und 2000 relativ verändert (in prozent)?
",unknown,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT 100.0 * T.erntewert_rot_1000_chf / (T.erntewert_rot_1000_chf + T.erntewert_weiss_1000_chf) AS prozent_rotwein_wert_2017
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2017;
"," Wie viel Prozent des Wertes des im Aargau produzierten Weines entfiel 2017 auf Rotwein?
",unknown,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT 100 * SUM(T.weinernte_total_hl) AS weinernte_2000_2010_total_liter
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr >= 2000
    AND T.jahr <= 2010;
"," Wie viele Liter Wein wurden im Aargau zwischen 2000 und 2010 insgesamt produziert?
",unknown,de
aargau_obst_rebbau_rebland_wein_ernte,"SELECT (
    SUM(CASE WHEN T.jahr = 2000 THEN T.erntewert_rot_1000_chf ELSE 0 END) -
    SUM(CASE WHEN T.jahr = 1999 THEN T.erntewert_rot_1000_chf ELSE 0 END)
) * 1000.0 AS wertanderung_1999_2000_chf
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr IN (1999, 2000);"," Wie hoch war die Differenz in CHF zwischen dem Wert des im Aargau produzierten Rotweins in den Jahren 1999 und 2000?
",unknown,de
aargau_brandversicherung_brandschaden_anzahl_schadensummen,"SELECT T.explosion_anzahl_schadenfalle, T.vorsatzliche_brandstift_anzahl_schadenfalle
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2000;
"," Wie viele Explosionen und Brandstiftungen wurden im Jahr 2000 im Aargau registriert?
",hard,de
