db_id,question,query,generated_query,res_gt,res_pred,hard_label,soft_label,partial_label,hardness,lang,process_time
aargau_privatverkehr_bestand_nach_fahrzeugarten,Wie viele landwirtschaftliche Fahrzeuge gab es im Kanton Aargau im Jahr 2010?,"SELECT anzahl_landwirtschaftliche_motorfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr = 2010;","SELECT anzahl_landwirtschaftliche_motorfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten
WHERE jahr = 2010","[(Decimal('13200'),)]","[(Decimal('58'),), (Decimal('20'),), (Decimal('48'),), (Decimal('11'),), (Decimal('90'),), (Decimal('26'),), (Decimal('40'),), (Decimal('49'),), (Decimal('115'),), (Decimal('26'),)]",False,False,False,medium,de,6.289542126003653
aargau_privatverkehr_bestand_nach_fahrzeugarten,Wie hat sich der Bestand an Motorrädern und Personenwagen im Kanton Aargau im Zeitraum zwischen 1930 und 1960 entwickelt?,"SELECT T.jahr, anzahl_motorrader, anzahl_klein_motorrader, anzahl_motorfahrrader, anzahl_personenwagen
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr >= 1930
    AND T.jahr <= 1960;","SELECT jahr, anzahl_motorrader, anzahl_personenwagen
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.name_de = 'Aargau' AND jahr BETWEEN 1930 AND 1960","[(1960, Decimal('11797'), Decimal('11638'), None, Decimal('28691')), (1955, Decimal('11839'), Decimal('4005'), None, Decimal('15713')), (1950, Decimal('5116'), Decimal('1300'), None, Decimal('8138')), (1940, None, None, None, Decimal('3501')), (1930, None, None, None, Decimal('2927'))]",[],False,False,False,extra,de,6.723922722041607
aargau_privatverkehr_bestand_nach_fahrzeugarten,Welche Gemeinde im Kanton Aargau hatte im Jahr 2020 am meisten Autos pro Einwohner?,"SELECT S.name AS gemeinde
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.anzahl_personenwagen_pro_1000_einwohner DESC
LIMIT 1;","SELECT s.name AS gemeinde, a.anzahl_personenwagen_pro_1000_einwohner AS autos_pro_einwohner
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.canton = true AND s.name_de = 'Aargau' AND a.jahr = 2020
ORDER BY autos_pro_einwohner DESC
LIMIT 1;","[('Böbikon',)]",[],False,False,False,extra,de,13.373985096812248
aargau_privatverkehr_bestand_nach_fahrzeugarten,Wie hoch war die Zahl der Nutzfahrzeuge 1960 und 1980 im Kanton Aargau?,"SELECT T.jahr, anzahl_nutzfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name = 'Canton Aargau'
    AND T.jahr IN (1960, 1980);","SELECT anzahl_nutzfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Aargau' AND (a.jahr = 1960 OR a.jahr = 1980)","[(1980, Decimal('13396')), (1960, Decimal('4761'))]",[],False,False,False,unknown,de,11.561134304152802
aargau_privatverkehr_bestand_nach_fahrzeugarten,"Wie hoch war die Zahl der Nutzfahrzeuge in Abtwil, AG im Jahr 2000 ?","SELECT T.anzahl_nutzfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Abtwil', 'Abtwil (AG)')
    AND T.jahr = 2000;","SELECT anzahl_nutzfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Abtwil' AND s.name_de = 'Abtwil' AND s.name_fr = 'Abtwil' AND s.name_it = 'Abtwil'
AND a.jahr = 2000","[(Decimal('36'),)]","[(Decimal('36'),)]",True,True,True,unknown,de,12.098348051775249
aargau_privatverkehr_bestand_nach_fahrzeugarten,"Wie viele Kollektivfahrzeuge gab es 2022 in Wettingen, AG?","SELECT T.anzahl_kollektivfahrzeuge
FROM aargau_privatverkehr_bestand_nach_fahrzeugarten AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Wettingen', 'Wettingen (AG)')
    AND T.jahr = 2022;","SELECT anzahl_kollektivfahrzeuge
FROM experiment.aargau_privatverkehr_bestand_nach_fahrzeugarten AS a
JOIN experiment.spatial_unit AS s ON a.spatialunit_uid = s.spatialunit_uid
WHERE s.name = 'Wettingen' AND s.spatialunit_ontology = 'A.ADM3' AND s.valid_from <= '2022-01-01' AND s.valid_until >= '2022-12-31' AND a.jahr = 2022","[(Decimal('43'),)]",[],False,False,False,unknown,de,16.836774602066725
aargau_obst_rebbau_rebland_wein_ernte,Wie viel Fläche wurde im Jahr 2017 im Aargau für den Rotweinanbau genutzt?,"SELECT T.flache_rebland_rote_europaische_reben_ha, T.flache_rebland_kreuzung_rote_weisse_ha
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2017;","SELECT SUM(flache_rebland_rote_europaische_reben_ha) 
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte 
WHERE jahr = 2017","[(Decimal('253'), Decimal('13'))]","[(Decimal('253'),)]",False,False,True,hard,de,4.268202953971922
aargau_obst_rebbau_rebland_wein_ernte,In welchem Jahr wurde im Aargau am meisten Wein geerntet?,"SELECT T.jahr
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
GROUP BY T.jahr
ORDER BY SUM(T.weinernte_total_hl) DESC
LIMIT 1;","SELECT jahr
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
ORDER BY weinernte_total_hl DESC
LIMIT 1;","[(1999,)]","[(1999,)]",True,True,True,extra,de,3.254499561851844
aargau_obst_rebbau_rebland_wein_ernte,Um wie viel Franken hat sich der Gesamtwert der Weinernte im Aargau zwischen 1980 und 2016 verändert?,"SELECT (
    SUM(CASE WHEN T.jahr = 2016 THEN T.erntewert_rot_1000_chf + T.erntewert_weiss_1000_chf ELSE 0 END) -
    SUM(CASE WHEN T.jahr = 1980 THEN T.erntewert_rot_1000_chf + T.erntewert_weiss_1000_chf ELSE 0 END)
) * 1000.0 AS wertanderung_1980_2016_chf
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr IN (1980, 2016);","SELECT SUM(erntewert_rot_1000_chf + erntewert_weiss_1000_chf) AS wertveraenderung
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
WHERE jahr >= 1980 AND jahr <= 2016","[(Decimal('4388000.0'),)]","[(Decimal('380056'),)]",False,False,False,unknown,de,6.347539864014834
aargau_obst_rebbau_rebland_wein_ernte,Wie viele Quadratkilometer Rebfläche gab es im Aargau im Jahr 2018?,"SELECT CAST(T.flache_total_ha AS FLOAT) / 100 AS flache_total_km2
FROM aargau_obst_rebbau_rebland_wein_ernte AS T
JOIN spatial_unit as S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2018;","SELECT SUM(flache_total_ha) / 100 AS ""Quadratkilometer Rebfläche""
FROM experiment.aargau_obst_rebbau_rebland_wein_ernte
WHERE jahr = 2018;","[(3.9,)]","[(Decimal('3.9000000000000000'),)]",True,True,True,unknown,de,4.595755469053984
aargau_brandversicherung_brandschaden_anzahl_schadensummen,Wie viele Brandfälle gab es im Jahr 2011 im Aargau?,"SELECT T.total_anzahl_schadenfalle
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr = 2011;","SELECT total_anzahl_schadenfalle
FROM experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen
WHERE jahr = 2011","[(Decimal('964'),)]","[(Decimal('964'),)]",True,True,True,hard,de,3.707617584150285
aargau_brandversicherung_brandschaden_anzahl_schadensummen,In welchem Jahr wurden im Aargau die meisten Brandstiftungen gemeldet?,"SELECT T.jahr
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
ORDER BY T.vorsatzliche_brandstift_anzahl_schadenfalle DESC
LIMIT 1;","SELECT jahr
FROM experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen
ORDER BY vorsatzliche_brandstift_anzahl_schadenfalle DESC
LIMIT 1;","[(1991,)]","[(1991,)]",True,True,True,extra,de,7.658638768829405
aargau_brandversicherung_brandschaden_anzahl_schadensummen,Wie hoch waren die jährlichen Kosten in CHF für die durch Elektrizität und Explosionen verursachten Brandschäden im Kanton Aargau in den Jahren 2001 bis 2007?,"SELECT T.jahr, T.elektrizitaet_schaden_1000_chf * 1000 AS elektrizitaet_schaden_chf
FROM aargau_brandversicherung_brandschaden_anzahl_schadensummen AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Aargau%'
    AND T.jahr >= 2001
    AND T.jahr <= 2007
ORDER BY T.jahr DESC;","SELECT jahr, elektrizitaet_schaden_1000_chf + explosion_schaden_1000_chf AS kosten_chf
FROM experiment.aargau_brandversicherung_brandschaden_anzahl_schadensummen AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.canton = true
AND s.name = 'Aargau'
AND jahr BETWEEN 2001 AND 2007","[(2007, Decimal('4120000')), (2006, Decimal('6017000')), (2005, Decimal('3632000')), (2004, Decimal('1100000')), (2003, Decimal('9628000')), (2002, Decimal('9548000')), (2001, Decimal('2967000'))]",[],False,False,False,extra,de,13.306016699876636
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie setzt sich die erneuerbare Energieproduktion im Kanton Thurgau seit 2018 jährlich zusammen?,"SELECT
    T.jahr,
    SUM(biogasanlagen_abwasser_gwh),
    SUM(biogasanlagen_industrie_gwh),
    SUM(biogasanlagen_landwirtschaft_gwh),
    SUM(biomasse_holz_gwh),
    SUM(kehricht_gwh),
    SUM(photovoltaik_gwh),
    SUM(wasserkraft_gwh),
    SUM(wind_gwh),
    SUM(total_gwh)
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2018
GROUP BY T.jahr;","SELECT jahr, 
       SUM(wasserkraft_gwh) AS wasserkraft_gwh, 
       SUM(biomasse_holz_gwh) AS biomasse_holz_gwh, 
       SUM(biogasanlagen_landwirtschaft_gwh) AS biogasanlagen_landwirtschaft_gwh, 
       SUM(kehricht_gwh) AS kehricht_gwh, 
       SUM(biogasanlagen_industrie_gwh) AS biogasanlagen_industrie_gwh, 
       SUM(biogasanlagen_abwasser_gwh) AS biogasanlagen_abwasser_gwh, 
       SUM(photovoltaik_gwh) AS photovoltaik_gwh, 
       SUM(wind_gwh) AS wind_gwh, 
       SUM(total_gwh) AS total_gwh
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
WHERE jahr >= 2018
GROUP BY jahr
ORDER BY jahr ASC;","[(2018, Decimal('7.0449999999999998353'), Decimal('1.82600000000000007'), Decimal('7.982999999999999707'), Decimal('3.071999999999999925'), Decimal('45.768000000000001'), Decimal('113.016999999999999708'), Decimal('32.147000000000000994'), Decimal('0.0040000000000000001'), Decimal('210.861999999999999765')), (2019, Decimal('6.4850000000000001393'), Decimal('1.32600000000000007'), Decimal('9.790999999999999618'), Decimal('2.552000000000000060'), Decimal('55.344999999999999'), Decimal('126.267000000000001056'), Decimal('46.326999999999999106'), Decimal('0.0060000000000000001'), Decimal('248.099000000000000020')), (2021, Decimal('7.4400000000000003768'), Decimal('0.65157299999999996'), Decimal('12.332999999999999837'), Decimal('3.270000000000000018'), Decimal('49.982734000000001'), Decimal('170.916000000000000977'), Decimal('48.561000000000000251'), Decimal('0.0050000000000000001'), Decimal('293.159306999999998555')), (2020, Decimal('7.4580000000000001761'), Decimal('1.81899999999999995'), Decimal('12.213000000000000287'), Decimal('2.569999999999999958'), Decimal('57.317000000000000'), Decimal('146.074999999999999732'), Decimal('40.543999999999999577'), Decimal('0.0050000000000000001'), Decimal('268.000999999999995558'))]","[(2018, Decimal('32.147000000000000994'), Decimal('3.071999999999999925'), Decimal('7.982999999999999707'), Decimal('45.768000000000001'), Decimal('1.82600000000000007'), Decimal('7.0449999999999998353'), Decimal('113.016999999999999708'), Decimal('0.0040000000000000001'), Decimal('210.861999999999999765')), (2019, Decimal('46.326999999999999106'), Decimal('2.552000000000000060'), Decimal('9.790999999999999618'), Decimal('55.344999999999999'), Decimal('1.32600000000000007'), Decimal('6.4850000000000001393'), Decimal('126.267000000000001056'), Decimal('0.0060000000000000001'), Decimal('248.099000000000000020')), (2020, Decimal('40.543999999999999577'), Decimal('2.569999999999999958'), Decimal('12.213000000000000287'), Decimal('57.317000000000000'), Decimal('1.81899999999999995'), Decimal('7.4580000000000001761'), Decimal('146.074999999999999732'), Decimal('0.0050000000000000001'), Decimal('268.000999999999995558')), (2021, Decimal('48.561000000000000251'), Decimal('3.270000000000000018'), Decimal('12.332999999999999837'), Decimal('49.982734000000001'), Decimal('0.65157299999999996'), Decimal('7.4400000000000003768'), Decimal('170.916000000000000977'), Decimal('0.0050000000000000001'), Decimal('293.159306999999998555'))]",True,True,True,extra,de,29.69373675202951
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie viel Prozent der erneuerbaren Energie in Frauenfeld TG wurde im Jahr 2021 durch Solarenergie erzeugt?,"SELECT
    100 * photovoltaik_gwh/total_gwh AS photovoltaik_prozent_frauenfeld_2021
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2021
    AND S.name IN ('Frauenfeld', 'Frauenfeld (TG)');","SELECT (photovoltaik_gwh / total_gwh) * 100 AS percentage
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
WHERE spatialunit_uid = '4641_A.ADM3' AND jahr = 2021","[(Decimal('71.485113098250565172'),)]","[(Decimal('100.00000000000000000000'),)]",False,False,False,unknown,de,9.535782067105174
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie viele Gemeinden im Kanton Thurgau produzierten im Jahr 2019 Energie aus Wind?,"SELECT
    COUNT(*) AS anzahl_gemeinden_wind_2019
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2019
    AND T.wind_gwh > 0;","SELECT COUNT(*) 
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde 
WHERE jahr = 2019 AND wind_gwh > 0;","[(1,)]","[(1,)]",True,True,True,medium,de,4.271218145033345
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Welche 3 Thurgauer Gemeinden weisen zwischen 2018 und 2021 den grössten Zuwachs an erneuerbarer Energieproduktion auf? Geben Sie auch den prozentualen Anstieg an.,"SELECT
    S.name AS gemeinde,
    (
        100.0 * SUM( CASE WHEN T.jahr = 2021 THEN T.total_gwh ELSE 0 END) /
        SUM( CASE WHEN T.jahr = 2018 THEN T.total_gwh ELSE 0 END
    )) AS prozent_anstieg
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr IN (2018, 2021)
GROUP BY S.name
ORDER BY prozent_anstieg DESC
LIMIT 3;","SELECT 
    t1.spatialunit_uid AS gemeinde_uid,
    t1.total_gwh AS energieproduktion_2018,
    t2.total_gwh AS energieproduktion_2021,
    (t2.total_gwh - t1.total_gwh) AS zuwachs_gwh,
    ((t2.total_gwh - t1.total_gwh) / t1.total_gwh) * 100 AS prozentualer_anstieg
FROM 
    experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS t1
JOIN 
    experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS t2 ON t1.spatialunit_uid = t2.spatialunit_uid
WHERE 
    t1.jahr = 2018 AND t2.jahr = 2021
ORDER BY 
    zuwachs_gwh DESC
LIMIT 3;","[('Stettfurt', Decimal('425.8278145695364478323')), ('Egnach', Decimal('403.3989834815755818154')), ('Felben-Wellhausen', Decimal('264.3153526970954490229'))]","[('4946_A.ADM3', Decimal('58.631000000000000227'), Decimal('68.980733999999998218'), Decimal('10.349733999999997991'), Decimal('17.65232385598062108900')), ('4411_A.ADM3', Decimal('3.148000000000000131'), Decimal('12.698999999999999844'), Decimal('9.550999999999999713'), Decimal('303.398983481575581800')), ('4501_A.ADM3', Decimal('8.509999999999999787'), Decimal('15.192999999999999616'), Decimal('6.682999999999999829'), Decimal('78.53113983548766153100'))]",False,False,False,unknown,de,28.59994545695372
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,Wie viel erneuerbare Energie hat der Kanton Thurgau im Zeitraum 2017-2021 insgesamt produziert?,"SELECT SUM(T.total_gwh) AS total_gwh_2017_2021
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
WHERE T.jahr >= 2017
    AND T.jahr <= 2021;","SELECT SUM(total_gwh) AS total_renewable_energy
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
WHERE jahr BETWEEN 2017 AND 2021","[(Decimal('1222.244306999999995164'),)]","[(Decimal('1222.244306999999995164'),)]",True,True,True,medium,de,9.417461927048862
thurgau_erneuerbare_elektrizitatsproduktion_gemeinde,"Zeigen Sie mir die Produktion von Energie aus Sonne und Wind in Berg, TG im Jahr 2018.","SELECT T.photovoltaik_gwh, T.wind_gwh
FROM thurgau_erneuerbare_elektrizitatsproduktion_gemeinde AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Berg', 'Berg (TG)')
    AND T.jahr = 2018;","SELECT photovoltaik_gwh, wind_gwh
FROM experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde
JOIN experiment.spatial_unit ON experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde.spatialunit_uid = experiment.spatial_unit.spatialunit_uid
WHERE experiment.spatial_unit.name = 'Berg' AND experiment.thurgau_erneuerbare_elektrizitatsproduktion_gemeinde.jahr = 2018","[(Decimal('1.995000000000000107'), Decimal('0.0040000000000000001'))]",[],False,False,False,unknown,de,8.112168480176479
thurgau_beschaftigte_nach_sektoren_und_gemeinden,In welchem Jahr erreichte die Zahl der Beschäftigten im primären Sektor im Thurgau ihren Höhepunkt?,"SELECT T.jahr
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.sektor = 'Primär'
GROUP BY T.jahr
ORDER BY SUM(T.beschaftigte_personen) DESC LIMIT 1;","SELECT jahr
FROM experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden
WHERE sektor = 'Primär'
ORDER BY beschaftigte_personen DESC
LIMIT 1;","[(2011,)]","[(2019,)]",False,False,False,extra,de,4.842444714857265
thurgau_beschaftigte_nach_sektoren_und_gemeinden,Wie hoch ist die relative Veränderung der Beschäftigten in den einzelnen Wirtschaftssektoren im Thurgau in Prozent zwischen 2011 und 2021?,"SELECT
    AGG.sektor,
    (
        100.0 *
        (AGG.beschaftigte_personen_2021 - AGG.beschaftigte_personen_2011) /
        AGG.beschaftigte_personen_2011
    ) AS relative_veranderung_beschaftigte_personen
FROM (
    SELECT
        T.sektor,
        SUM(CASE WHEN T.jahr = 2021 THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_2021,
        SUM(CASE WHEN T.jahr = 2011 THEN T.beschaftigte_personen ELSE 0 END) AS beschaftigte_personen_2011
    FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
    JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
    WHERE S.municipal = 'TRUE'
        AND T.jahr IN (2011, 2021)
    GROUP BY T.sektor
) AS AGG;","SELECT 
    t1.sektor,
    ((t2.beschaftigte_personen - t1.beschaftigte_personen) / t1.beschaftigte_personen) * 100 AS relative_veranderung_prozent
FROM 
    experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden AS t1
JOIN 
    experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden AS t2 ON t1.spatialunit_uid = t2.spatialunit_uid
WHERE 
    t1.jahr = 2011 AND t2.jahr = 2021","[('Primär', Decimal('-2.8474054529463500')), ('Sekundär', Decimal('1.4696516925488659')), ('Tertiär', Decimal('20.9073864803780563'))]","[('Primär', Decimal('437.9310344827586200')), ('Primär', Decimal('120.6896551724137900')), ('Primär', Decimal('-18.39080459770114942500')), ('Primär', Decimal('2000.0000000000000000')), ('Primär', Decimal('4235.1648351648351600')), ('Primär', Decimal('-26.37362637362637362600')), ('Primär', Decimal('1268.1818181818181800')), ('Primär', Decimal('-22.72727272727272727300')), ('Primär', Decimal('9.09090909090909090900')), ('Primär', Decimal('675.0000000000000000'))]",False,False,False,unknown,de,18.248226823983718
thurgau_beschaftigte_nach_sektoren_und_gemeinden,Wie viele Personen waren 2015 im primären Sektor in Uttwil TG beschäftigt?,"SELECT T.beschaftigte_personen
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Uttwil', 'Uttwil (TG)')
    AND T.jahr = 2015
    AND T.sektor = 'Primär';","SELECT beschaftigte_personen
FROM experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden
WHERE jahr = 2015
AND sektor = 'Primär'
AND spatialunit_uid = '1234_A.ADM3'","[(Decimal('50'),)]",[],False,False,False,unknown,de,5.383425182197243
thurgau_beschaftigte_nach_sektoren_und_gemeinden,"Wie viele Beschäftigte aus dem ersten Sektor gab es in Arbon und Egnach, Thurgau, in den Jahren 2012 und 2019?","SELECT S.name AS gemeinde, T.jahr, SUM(T.beschaftigte_personen) AS beschaftigte_personen_sektor_1
FROM thurgau_beschaftigte_nach_sektoren_und_gemeinden AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Arbon', 'Arbon (TG)', 'Egnach', 'Egnach (TG)')
    AND T.jahr IN (2012, 2019)
    AND T.sektor = 'Primär'
GROUP BY T.jahr, S.name
ORDER BY S.name, T.jahr;","SELECT SUM(beschaftigte_personen) AS total_beschaeftigte
FROM experiment.thurgau_beschaftigte_nach_sektoren_und_gemeinden AS tb
JOIN experiment.spatial_unit AS su ON tb.spatialunit_uid = su.spatialunit_uid
WHERE su.name IN ('Arbon', 'Egnach')
AND tb.jahr IN (2012, 2019)
AND tb.sektor = 'Primär'","[('Arbon', 2012, Decimal('37')), ('Arbon', 2019, Decimal('37')), ('Egnach', 2012, Decimal('383')), ('Egnach', 2019, Decimal('396'))]","[(Decimal('853'),)]",False,False,False,unknown,de,12.282026947941633
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,Wie hoch war die monatliche Stickoxidkonzentration (in Teilen pro Milliarde) in der Stadt Zürich im Jahr 2019?,"SELECT T.monat, T.nox_ppb
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr = 2019
ORDER BY T.monat ASC;","SELECT nox_ppb
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE jahr = 2019","[(Decimal('1'), Decimal('23.3851612903225821')), (Decimal('2'), Decimal('43.8325000000000031')), (Decimal('3'), Decimal('21.1383870967741920')), (Decimal('4'), Decimal('19.9056666666666651')), (Decimal('5'), Decimal('16.7396774193548374')), (Decimal('6'), Decimal('16.1346666666666678')), (Decimal('7'), Decimal('14.6974193548387095')), (Decimal('8'), Decimal('15.5690322580645155')), (Decimal('9'), Decimal('18.9426666666666677')), (Decimal('10'), Decimal('25.8132258064516122'))]","[(Decimal('23.3851612903225821'),), (Decimal('43.8325000000000031'),), (Decimal('21.1383870967741920'),), (Decimal('19.9056666666666651'),), (Decimal('16.7396774193548374'),), (Decimal('16.1346666666666678'),), (Decimal('14.6974193548387095'),), (Decimal('15.5690322580645155'),), (Decimal('18.9426666666666677'),), (Decimal('25.8132258064516122'),)]",False,False,True,hard,de,3.413381571182981
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,"Wie hoch war die durchschnittliche Kohlenmonoxid-Konzentration in der Zürcher Luft im Januar und im Juli, bezogen auf den Zeitraum 1990-2000?","SELECT
    T.monat,
    SUM(T.co_mg_m3) / COUNT(T.co_mg_m3) AS avg_co_mg_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr >= 1990
    AND T.jahr <= 2000
    AND T.co_mg_m3 IS NOT NULL
    AND T.monat IN (1, 7)
GROUP BY T.monat;","SELECT AVG(co_mg_m3) 
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 
WHERE monat IN (1, 7) 
AND jahr BETWEEN 1990 AND 2000","[(Decimal('1'), Decimal('1.36101418472315430')), (Decimal('7'), Decimal('0.64919155964539723909'))]","[(Decimal('1.00510287218427577182'),)]",False,False,False,unknown,de,4.591412218986079
