db_id,question,query,generated_query,hardness,lang,process_time,Max_Score,Avg_Score
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,Wie viel Ozon war im Jahr 2005 jeden Monat in der Luft der Stadt Zürich?,"SELECT T.monat, T.o3_ug_m3 AS o3_ug_m3_2005
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.jahr = 2005;","SELECT o3_ug_m3
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE jahr = 2005",unknown,de,5.87793937092647,0,0
stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983,Wann erreichte die Kohlenmonoxidkonzentration in der Luft in der Stadt Zürich ihr Maximum? Geben Sie auch die Konzentration in mg/m3 an.,"SELECT T.jahr, T.monat, T.co_mg_m3
FROM stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983 AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name = 'Zürich'
    AND T.co_mg_m3 IS NOT NULL
ORDER BY T.co_mg_m3 DESC
LIMIT 1;","SELECT MAX(co_mg_m3) AS maximum_kohlenmonoxidkonzentration, jahr
FROM experiment.stadt_zurich_monatlich_luftqualitatsmessungen_seit_1983
WHERE co_mg_m3 IS NOT NULL
GROUP BY jahr
ORDER BY maximum_kohlenmonoxidkonzentration DESC
LIMIT 1;",unknown,de,8.89512798562646,0,0
zurich_effektive_preise_wohnbauland,Zeigen Sie mir den Medianpreis für Wohnbauland im Kanton Zürich für jedes Jahr zwischen 2010 und 2020.,"SELECT T.jahr, T.median_preis_chf_pro_m2
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr >= 2010
    AND T.jahr <= 2020;","SELECT jahr, median_preis_chf_pro_m2
FROM experiment.zurich_effektive_preise_wohnbauland
JOIN experiment.spatial_unit ON zurich_effektive_preise_wohnbauland.spatialunit_uid = spatial_unit.spatialunit_uid
WHERE spatial_unit.canton = true
AND spatial_unit.name = 'Zürich'
AND jahr BETWEEN 2010 AND 2020;",hard,de,7.788362866733223,0,0
zurich_effektive_preise_wohnbauland,Wann hat der Medianpreis für Wohnbauland im Kanton Zürich seinen Höhepunkt erreicht?,"SELECT T.jahr
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
ORDER BY T.median_preis_chf_pro_m2 DESC
LIMIT 1;","SELECT jahr
FROM experiment.zurich_effektive_preise_wohnbauland
WHERE spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE name = 'Zürich'
    AND canton = true
)
ORDER BY median_preis_chf_pro_m2 DESC
LIMIT 1;",extra,de,6.457496730145067,0,0
zurich_effektive_preise_wohnbauland,Wie viele Verkäufe von Wohnbauland gab es im Kanton Zürich in den Jahren 2015 und 2021?,"SELECT T.jahr, T.faelle
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
    AND T.jahr IN (2015, 2021);","SELECT COUNT(*) 
FROM experiment.zurich_effektive_preise_wohnbauland z
JOIN experiment.spatial_unit s ON z.spatialunit_uid = s.spatialunit_uid
WHERE s.canton = true
AND z.jahr IN (2015, 2021)",unknown,de,5.358460596762598,0,0
zurich_effektive_preise_wohnbauland,In welchem Jahr ist der durchschnittliche Preis für Wohnbauland im Kanton Zürich am stärksten gestiegen (in CHF) im Vergleich zum Vorjahr?,"SELECT T.jahr
FROM zurich_effektive_preise_wohnbauland AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
    AND S.name LIKE '%Zurich%'
ORDER BY T.durschnitt_preis_chf_pro_m2 - LAG(T.durschnitt_preis_chf_pro_m2) OVER (ORDER BY T.jahr) DESC
LIMIT 1;","SELECT jahr
FROM experiment.zurich_effektive_preise_wohnbauland
WHERE durschnitt_preis_chf_pro_m2 - lag(durschnitt_preis_chf_pro_m2) OVER (ORDER BY jahr) > 0
AND spatialunit_uid IN (
    SELECT spatialunit_uid
    FROM experiment.spatial_unit
    WHERE canton = true
    AND name = 'Zürich'
)
ORDER BY durschnitt_preis_chf_pro_m2 - lag(durschnitt_preis_chf_pro_m2) OVER (ORDER BY jahr) DESC
LIMIT 1;",unknown,de,11.804437007755041,0,0
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,"Wie hoch war das durchschnittliche Reineinkommen in Matthäus, BS, 2015?","SELECT T.reineinkommen_mittelwert
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2015
    AND S.name = 'Matthäus';","SELECT reineinkommen_mittelwert
FROM experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS b
JOIN experiment.spatial_unit AS s ON b.spatialunit_uid = s.spatialunit_uid
WHERE s.name_de = 'Matthäus' AND s.canton = true AND b.jahr = 2015;",medium,de,8.60181883815676,0,0
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,In welchem Wohnquartier in Basel-Stadt war die Einkommensungleichheit im Jahr 2020 am grössten?,"SELECT S.name
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.reineinkommen_gini_koeffizient DESC
LIMIT 1;","SELECT spatialunit_uid
FROM experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln
WHERE jahr = 2020
ORDER BY reineinkommen_gini_koeffizient DESC
LIMIT 1;",extra,de,4.608297715894878,0,0
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,Wie hoch war das durchschnittliche steuerbare Einkommen im Kanton Basel-Stadt im Jahr 2014?,"SELECT (SUM(T.anzahl_veranlagungen * T.steuerbares_einkommen_mittelwert)) / SUM(T.anzahl_veranlagungen) AS steuerbares_einkommen_mittelwert_basel_stadt_2014
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2014;","SELECT steuerbares_einkommen_mittelwert
FROM experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln
WHERE jahr = 2014",unknown,de,5.9110641572624445,0,0
basel_stadt_steuerstatistik_kennzahlen_wohnvierteln,Wie stark hat sich das durchschnittliche steuerpflichtige Vermögen in Clara (BS) zwischen 1995 und 2015 verändert? Geben Sie den relativen Unterschied in Prozent an.,"SELECT
    (
        100.0 * SUM(CASE WHEN T.jahr = 2015 THEN T.steuerbares_vermogen_mittelwert ELSE - T.steuerbares_vermogen_mittelwert END) /
        SUM(T.steuerbares_vermogen_mittelwert)
     ) AS steuerbares_vermogen_mittelwert_prozent_aenderung_1995_2015
FROM basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND S.name = 'Clara'
    AND T.jahr IN (1995, 2015);","SELECT 
    ((e2.steuerbares_vermogen_mittelwert - e1.steuerbares_vermogen_mittelwert) / e1.steuerbares_vermogen_mittelwert) * 100 AS relative_difference
FROM 
    experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS e1
JOIN 
    experiment.spatial_unit AS s ON e1.spatialunit_uid = s.spatialunit_uid
JOIN 
    experiment.basel_stadt_steuerstatistik_kennzahlen_wohnvierteln AS e2 ON e1.spatialunit_uid = e2.spatialunit_uid
WHERE 
    s.name_de = 'Clara (BS)' AND e1.jahr = 1995 AND e2.jahr = 2015",unknown,de,19.22418602090329,0,0
basel_stadt_kennzahlen_zu_den_basler_wohnvierteln,Wie hat sich die Wohnfläche pro Einwohner in der Altstadt Grossbasel über den Zeitraum 2015 - 2019 entwickelt?,"SELECT T.jahr, T.wohnflache_pro_person_m2
FROM basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND S.name = 'Altstadt Grossbasel'
    AND T.jahr >= 2015
    AND T.jahr <= 2019
ORDER BY T.jahr ASC;","SELECT jahr, wohnflache_pro_person_m2
FROM experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS w
JOIN experiment.spatial_unit AS s ON w.spatialunit_uid = s.spatialunit_uid
WHERE s.name_de = 'Altstadt Grossbasel' AND jahr BETWEEN 2015 AND 2019",hard,de,7.8292887061834335,0,0
basel_stadt_kennzahlen_zu_den_basler_wohnvierteln,Wie heissen die 3 Wohngebiete in Basel-Stadt mit der kleinsten Wohnfläche pro Einwohner im Jahr 2020?,"SELECT S.name
FROM basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr = 2020
ORDER BY T.wohnflache_pro_person_m2 ASC
LIMIT 3;","SELECT name
FROM experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS w
JOIN experiment.spatial_unit AS s ON w.spatialunit_uid = s.spatialunit_uid
WHERE jahr = 2020
ORDER BY wohnflache_pro_person_m2
LIMIT 3;",extra,de,8.393948243930936,0,0
basel_stadt_kennzahlen_zu_den_basler_wohnvierteln,Wie hoch ist die relative Veränderung (in %) des Ausländeranteils zwischen 2018 und 2023 in den einzelnen Wohnvierteln von Basel-Stadt?,"SELECT
    S.name,
    (   100.0 * SUM(CASE WHEN T.jahr = 2023 THEN T.anteil_auslander ELSE - T.anteil_auslander END) /
        SUM(CASE WHEN T.jahr = 2018 THEN T.anteil_auslander END)
    ) AS prozent_aenderung_anteil_auslander_2018_2023
FROM basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.residence_area = 'TRUE'
    AND T.jahr IN (2018, 2023)
GROUP BY S.name ;","SELECT 
    b.spatialunit_uid,
    ((b.anteil_auslander - a.anteil_auslander) / a.anteil_auslander) * 100 AS relative_veranderung
FROM 
    experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS a
JOIN 
    experiment.basel_stadt_kennzahlen_zu_den_basler_wohnvierteln AS b ON a.spatialunit_uid = b.spatialunit_uid
WHERE 
    a.jahr = 2018 AND b.jahr = 2023",unknown,de,14.825878225732595,0,0
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Wie hiessen die 3 bevölkerungsreichsten Gemeinden im Kanton Schwyz im Jahr 2015?,"SELECT S.name
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr = 2015
GROUP BY S.name
ORDER BY SUM(T.anzahl_personen) DESC
LIMIT 3;","SELECT su.name
FROM experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat sw
JOIN experiment.spatial_unit su ON sw.spatialunit_uid = su.spatialunit_uid
WHERE su.canton = true
AND sw.jahr = 2015
ORDER BY sw.anzahl_personen DESC
LIMIT 3;",extra,de,8.907256171572953,0,0
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Wie hoch war der Anteil der Männer an der schweizerischen und ausländischen Wohnbevölkerung im Kanton Schwyz in den Jahren 2015 bis 2020?,"SELECT
    T.jahr,
    (
        SUM(CASE WHEN T.geschlecht = 'männlich' AND T.nationalitaet = 'Schweiz' THEN T.anzahl_personen END) /
        SUM(CASE WHEN T.nationalitaet = 'Schweiz' THEN T.anzahl_personen END)
    ) AS anteil_manner_schweizer,
    (
        SUM(CASE WHEN T.geschlecht = 'männlich' AND T.nationalitaet = 'Ausland' THEN T.anzahl_personen END) /
        SUM(CASE WHEN T.nationalitaet = 'Ausland' THEN T.anzahl_personen END)
    ) AS anteil_manner_auslander
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2015
    AND T.jahr >= 2020
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT 
    jahr,
    geschlecht,
    nationalitaet,
    anzahl_personen
FROM 
    experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat
WHERE 
    jahr BETWEEN 2015 AND 2020
    AND nationalitaet IN ('Schweiz', 'Ausland')
    AND spatialunit_uid LIKE '%_A.ADM2'",unknown,de,8.225052416790277,0,0
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Wie viele Einwohner gab es in Freienbach (SZ) im Zeitraum 2010 - 2020 ?,"SELECT T.jahr, SUM(T.anzahl_personen)
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND S.name IN ('Freienbach', 'Freienbach (SZ)')
    AND T.jahr >= 2010
    AND T.jahr <= 2020
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT SUM(anzahl_personen) AS einwohnerzahl
FROM experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS wohnbevolkerung
JOIN experiment.spatial_unit AS spatialunit ON wohnbevolkerung.spatialunit_uid = spatialunit.spatialunit_uid
WHERE spatialunit.name = 'Freienbach (SZ)' AND wohnbevolkerung.jahr BETWEEN 2010 AND 2020",unknown,de,9.130003255791962,0,0
schwyz_standige_wohnbevolkerung_geschlecht_nationalitat,Zeigen Sie mir den Anteil der ausländischen Bevölkerung (als Verhältnis) im Kanton Schwyz in jedem Jahr zwischen 2010 und 2020.,"SELECT
    T.jahr,
    (
        SUM(CASE WHEN T.nationalitaet = 'Ausland' THEN T.anzahl_personen ELSE 0 END) /
        SUM(T.anzahl_personen)
    ) AS anteil_auslander
FROM schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS T
JOIN spatial_unit AS S ON T.spatialunit_uid = S.spatialunit_uid
WHERE S.municipal = 'TRUE'
    AND T.jahr >= 2010
    AND T.jahr <= 2020
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT jahr, 
       SUM(CASE WHEN nationalitaet = 'Ausland' THEN anzahl_personen ELSE 0 END) / 
       SUM(anzahl_personen) AS auslaendischer_bevolkerungsanteil
FROM experiment.schwyz_standige_wohnbevolkerung_geschlecht_nationalitat AS s
JOIN experiment.spatial_unit AS u ON s.spatialunit_uid = u.spatialunit_uid
WHERE u.canton = true
  AND u.name = 'Schwyz'
  AND jahr BETWEEN 2010 AND 2020
GROUP BY jahr;",unknown,de,15.09224484488368,0,0
energiebilanz_schweiz_in_tera_joule,"Bei der Umwandlung durch Kernkraftwerke, welche Energieträger sind da mit welchen Mengen durchschnittlich im Spiel?","SELECT
    energietraeger,
    AVG(energiemenge_in_tera_joule) as durchschnittliche_umwandlung_kernkraft_in_tj
FROM energiebilanz_schweiz_in_tera_joule WHERE LOWER(nutzungs_sektor) LIKE '%umwandlung%'
AND LOWER(nutzungs_sektor) LIKE '%kernkraftwerk%'
AND energiemenge_in_tera_joule IS NOT NULL
AND energiemenge_in_tera_joule != 0
GROUP BY energietraeger
ORDER BY durchschnittliche_umwandlung_kernkraft_in_tj ASC;","SELECT energietraeger, AVG(energiemenge_in_tera_joule) AS durchschnittliche_menge
FROM energiebilanz_schweiz_in_tera_joule
WHERE nutzungs_sektor = 'Energieumwandlung - Kernkraftwerke'
GROUP BY energietraeger",unknown,de,8.35742189316079,0,0
energiebilanz_schweiz_in_tera_joule,Welches war der am meisten exportierten Energietraeger 2020 in der Schweiz und wieviel wurde exportiert?,"SELECT nutzungs_sektor, energietraeger, SUM(energiemenge_in_tera_joule) as tj_export_2020
FROM energiebilanz_schweiz_in_tera_joule WHERE jahr = '2020'
AND LOWER(nutzungs_sektor) LIKE '%export%'
AND energiemenge_in_tera_joule IS NOT NULL
GROUP BY energietraeger, nutzungs_sektor
ORDER BY tj_export_2020 DESC;","SELECT energietraeger, SUM(energiemenge_in_tera_joule) AS export_menge
FROM experiment.energiebilanz_schweiz_in_tera_joule
WHERE nutzungs_sektor = 'Export' AND jahr = 2020
GROUP BY energietraeger
ORDER BY export_menge DESC
LIMIT 1;",unknown,de,7.7208880530670285,0,0
energiebilanz_schweiz_in_tera_joule,In 2020 auf welche Energieträger hat sich der Verbrauch von Haushalten gestützt? Gib die Energieträger und Energiemengen an.,"SELECT energietraeger, SUM(energiemenge_in_tera_joule) as energieverbrauch_in_tj
FROM energiebilanz_schweiz_in_tera_joule WHERE jahr = '2020'
AND LOWER(nutzungs_sektor) LIKE '%verbrauch%haushalt%'
AND energiemenge_in_tera_joule IS NOT NULL
AND energiemenge_in_tera_joule != 0
GROUP BY energietraeger, nutzungs_sektor
ORDER BY energieverbrauch_in_tj DESC;","SELECT energietraeger, energiemenge_in_tera_joule
FROM experiment.energiebilanz_schweiz_in_tera_joule
WHERE nutzungs_sektor = 'Endverbrauch - Haushalte' AND jahr = 2020",unknown,de,9.805241344962269,0,0
ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit,Welche Rentenarten gibt es in der Schweiz und was sind die durchschnittliche Ausgaben dafür pro Jahr?,"SELECT rententyp,
  (AVG(rentensumme_in_tausend_franken) * 1000) as durchschnittliche_ausgaben_pro_jahr_chf
FROM ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit WHERE staatsangehorigkeit_kategorie = 'Staatsangehörigkeit - Total'
  AND wohnsitzstaat_kategorie = 'Wohnsitzstaat - Total'
  AND geschlecht = 'Geschlecht - Total'
GROUP BY rententyp
ORDER BY durchschnittliche_ausgaben_pro_jahr_chf DESC;","SELECT rententyp, AVG(renten_mittelwert_in_franken) AS durchschnittliche_ausgaben
FROM experiment.ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit
WHERE wohnsitzstaat_kategorie = 'Schweiz'
GROUP BY rententyp",unknown,de,5.9251241772435606,0,0
ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit,"Was waren die Gesamtausgaben für Renten 2022 in Franken, wie verteilten sie sich auf die Rentenarten, auf wieviele Renten jeweils und was kam dabei als durchschnittliche Rente heraus? Ordne das Ergebnis nach Anzahl der Renten.","SELECT rententyp,
  anzahl_renten AS renten_anzahl_2022,
  1000 * rentensumme_in_tausend_franken AS rentengesamt_ausgaben_in_CHF,
  renten_mittelwert_in_franken AS durchschnittliche_rente_in_CHF
FROM ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit WHERE jahr = 2022
  AND staatsangehorigkeit_kategorie = 'Staatsangehörigkeit - Total'
  AND geschlecht = 'Geschlecht - Total'
  AND wohnsitzstaat_kategorie = 'Wohnsitzstaat - Total'
ORDER BY anzahl_renten DESC;","SELECT rententyp, SUM(rentensumme_in_tausend_franken) AS gesamtausgaben, SUM(anzahl_renten) AS anzahl_renten, AVG(renten_mittelwert_in_franken) AS durchschnittliche_rente
FROM experiment.ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit
WHERE jahr = 2022
GROUP BY rententyp
ORDER BY anzahl_renten ASC;",unknown,de,8.448864452075213,0,0
ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit,Wie hoch war der Frauenanteil in prozent bei den Zusatzrenten für Ehepartner?,"SELECT
  ROUND(100 * SUM(CASE WHEN geschlecht = 'Frau'
       THEN anzahl_renten ELSE 0 END) /
   SUM(CASE WHEN geschlecht = 'Geschlecht - Total'
       THEN anzahl_renten ELSE 0 END)
  , 2) AS prozent_frauenanteil_bei_ehepartner_zusatzrenten
FROM ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit WHERE rententyp = 'Zusatzrente für Ehepartner'
  AND staatsangehorigkeit_kategorie = 'Staatsangehörigkeit - Total' AND wohnsitzstaat_kategorie = 'Wohnsitzstaat - Total';","SELECT (COUNT(*) FILTER (WHERE geschlecht = 'Frau') * 100.0 / COUNT(*)) AS frauenanteil_prozent
FROM experiment.ahv_renten_nach_wohnsitz_und_staatsangehoerigkeit
WHERE rententyp = 'Zusatzrente für Ehepartner'",unknown,de,8.418271337170154,0,0
abstimmungsvorlagen_seit_1971,Welches waren die Themen der Volksabstimmungen in 2022?,"SELECT DISTINCT(T.thema)
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.jahr = '2022' AND anzahl_abstimmungsvorlagen != 0;","SELECT thema
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE jahr = 2022;",medium,de,5.040750027634203,0,0
abstimmungsvorlagen_seit_1971,In welchem Jahren gab es die Volksabstimmungen zum Thema Energie in der Schweiz?,"SELECT T.jahr
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND T.thema LIKE '%Energie%' AND anzahl_abstimmungsvorlagen != 0
ORDER BY jahr DESC;","SELECT DISTINCT jahr
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE thema = 'Energie'",extra,de,3.5967893130145967,0,0
abstimmungsvorlagen_seit_1971,Welches Thema hatte die wenigsten Volksabstimmungen in den Jahren 1990 bis 2000?,"SELECT thema, SUM(anzahl_abstimmungsvorlagen) as vorlagen_pro_thema
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE' AND anzahl_abstimmungsvorlagen != 0
AND jahr BETWEEN 1990 AND 2000
GROUP BY thema
ORDER BY vorlagen_pro_thema ASC
LIMIT 1;","SELECT thema
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE jahr BETWEEN 1990 AND 2000
GROUP BY thema
ORDER BY COUNT(*) ASC
LIMIT 1;",unknown,de,6.531733220908791,0,0
abstimmungsvorlagen_seit_1971,Wann gab es die letzte Volksabstimmungen zum Thema Forschung?,"SELECT MAX(jahr) as jahr_letzte_abstimmung
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Forschung%';","SELECT MAX(jahr) AS letzte_volksabstimmung
FROM experiment.abstimmungsvorlagen_seit_1971
WHERE thema = 'Forschung'",unknown,de,5.193437281064689,0,0
abstimmungsvorlagen_seit_1971,Wieviele Abstimmungsvorlagen gab es im Jahr 2000?,"SELECT COUNT(*) as anzahl_abstimmungsvorlagen_im_jahr_2000
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE' AND T.jahr = 2000;","SELECT COUNT(*) 
FROM experiment.abstimmungsvorlagen_seit_1971 
WHERE jahr = 2000;",unknown,de,3.034627716988325,0,0
abstimmungsvorlagen_seit_1971,Wieviele Volksabstimmungen gab es vor dem Jahr 2000 zum Thema Energie?,"SELECT SUM(anzahl_abstimmungsvorlagen) as anzahl_abstimmungen_energie
FROM abstimmungsvorlagen_seit_1971 as T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
AND anzahl_abstimmungsvorlagen != 0 AND T.thema LIKE '%Energie%'
AND jahr < 2000;","SELECT COUNT(*) 
FROM experiment.abstimmungsvorlagen_seit_1971 
WHERE jahr < 2000 AND thema = 'Energie';",unknown,de,3.167956738267094,0,0
arztpraxen_ambulante_zentren,Wie hat sich das Verhàltnis Stellen zu Vollzeitàquivalenten bei den Schweizer Ärzten über die Jahre verändert?,"SELECT T.jahr,
  AVG(T.anzahl_beschaeftigte) / AVG(T.anzahl_vollzeitaquivalente) AS stellenanzahl_pro_vollzeit_aequivalent
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.country = 'TRUE'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND LOWER(T.rechtsform) LIKE '%total%'
GROUP BY T.jahr
ORDER BY T.jahr ASC;","SELECT jahr, SUM(anzahl_beschaeftigte) AS stellen, SUM(anzahl_vollzeitaquivalente) AS vollzeitaquivalenten
FROM experiment.arztpraxen_ambulante_zentren
GROUP BY jahr
ORDER BY jahr ASC;",unknown,de,6.971830707043409,0,0
arztpraxen_ambulante_zentren,Welche Rechtsform hatte einen Zuwachs an Ärzten zwischen 2017 und 2021 und wie gross war der Zuwachs?,"SELECT T.rechtsform,
  (SUM(CASE WHEN jahr = 2021 THEN T.anzahl_beschaeftigte ELSE 0 END) -
   SUM(CASE WHEN jahr = 2017 THEN T.anzahl_beschaeftigte ELSE 0 END)) as zuwachs_aerzte_2017_bis_2021
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.name_de = 'Schweiz' AND S.country = 'TRUE'
  AND LOWER(T.rechtsform) NOT LIKE '%total%'
  AND LOWER(T.altersgruppe) LIKE '%total%'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND T.jahr IN (2017, 2021)
GROUP BY T.rechtsform;","SELECT rechtsform, SUM(anzahl_beschaeftigte) AS zuwachs
FROM experiment.arztpraxen_ambulante_zentren
WHERE jahr >= 2017 AND jahr <= 2021
GROUP BY rechtsform
HAVING SUM(anzahl_beschaeftigte) > 0
ORDER BY zuwachs DESC;",unknown,de,9.345610762014985,0,0
arztpraxen_ambulante_zentren,Welche drei Kanton hatten 2021 prozentual die meisten jungen Ärzte und Ärztinnen und wieviel Prozent waren es jeweils?,"SELECT S.name_de AS kanton,
  ROUND(100 * SUM(CASE WHEN LOWER(T.altersgruppe) LIKE '%unter%' THEN T.anzahl_beschaeftigte ELSE 0 END) /
        NULLIF(SUM(CASE WHEN LOWER(T.altersgruppe) LIKE '%total%' THEN T.anzahl_beschaeftigte ELSE 0 END), 0), 2)
        AS prozent_junge_arzte_und_arztinnen
FROM arztpraxen_ambulante_zentren AS T
JOIN spatial_unit as S on T.spatialunit_uid = S.spatialunit_uid
WHERE S.canton = 'TRUE'
  AND LOWER(T.geschlecht) LIKE '%total%'
  AND LOWER(T.rechtsform) LIKE '%total%'
  AND T.jahr = 2021
GROUP BY S.name_de
ORDER BY prozent_junge_arzte_und_arztinnen DESC LIMIT 3;","SELECT 
    s.name_de AS kanton,
    COUNT(*) * 100.0 / (SELECT COUNT(*) FROM experiment.arztpraxen_ambulante_zentren WHERE jahr = 2021) AS prozent
FROM 
    experiment.arztpraxen_ambulante_zentren a
    JOIN experiment.spatial_unit s ON a.spatialunit_uid = s.spatialunit_uid
WHERE 
    a.altersgruppe = 'Unter 45 Jahre' AND a.jahr = 2021
GROUP BY 
    s.name_de
ORDER BY 
    prozent DESC
LIMIT 3;",unknown,de,13.351272603031248,0,0
